id,meta_start,meta_end,meta_duration,meta_finished,meta_recorded,meta_captcha,meta_browser,meta_version,meta_operating system,meta_resolution_width,meta_resolution_height,meta_feedback,meta_resolution_ratio,meta_task_duration,meta_state_duration,meta_ace_duration,meta_temp_orient_duration,meta_psychopath_duration,meta_dems_duration,meta_task_duration_z,meta_state_duration_z,meta_ace_duration_z,meta_temp_orient_duration_z,meta_psychopath_duration_z,meta_dems_duration_z,stai_s01,stai_s02,stai_s03,stai_s04,stai_s05,stai_s06,stai_s07,stai_s08,stai_s09,stai_s10,stai_s11,stai_s12,stai_s13,stai_s14,stai_s15,stai_s16,stai_s17,stai_s18,stai_s19,stai_s20,sd_stai,sick,meal,hungry,sleep,rested,stai_s_mean,stai_s_missing,chaos01,chaos02,chaos03,chaos04,chaos05,chaos06,chaos07,chaos08,chaos09,chaos10,chaos11,chaos12,chaos13,chaos14,chaos15,unp01,unp02,unp03,unp04,unp05,unp06,unp07,unp08,unp_moving,unp_other_adults,unp_female_fig_num,unp_female_fig_rom,unp_male_fig_num,unp_male_fig_rom,quic01,quic02,quic03,quic04,quic05,quic06,quic07,quic08,quic09,quic10,quic11,quic12,quic13,quic14,quic15,quic16,quic17,quic18,quic19,quic20,quic21,quic22,quic23,quic24,quic25,quic26,quic27,quic28,quic29,quic30,quic31,quic32,quic33,quic34,quic35,quic36,quic37,change_env01,change_env02,change_env03,change_env04,sd_quic,sd_chaos,pcunp_mean,pcunp_missing,change_env_mean,change_env_missing,chaos_mean,chaos_missing,quic_monitoring_mean,quic_monitoring_missing,quic_par_predict_mean,quic_par_predict_missing,quic_par_env_mean,quic_par_env_missing,quic_phys_env_mean,quic_phys_env_missing,quic_safety_mean,quic_safety_missing,quic_total_mean,quic_total_missing,unp_moving_binned,unp_male_fig_rom_binned,unp_female_fig_rom_binned,unp_pcunp_quic_comp,unp_subj_comp,unp_obj_comp,unp_comp,violence01,violence02,violence03,violence04,violence05,violence06,violence07,aces_fighting1,aces_fighting2,sd_violence,nvs_mean,nvs_missing,fighting_mean,vio_comp,ses01,ses02,ses03,ses04,ses05,ses06,ses07,dems_edu_first,dems_edu_second,dems_income_past,dems_class_past,sd_ses,edu_caregivers,ses_subj_comp,ses_subj_missing,ses_obj_comp,ses_obj_missing,ses_comp,impuls01,impuls02,impuls03,impuls04,impuls05,fos01,fos02,fos03,fos04,fos05,fos06,fos07,fos08,fos09,fos10,fos11,fos12,fos13,fos14,fos15,sd_fos,impuls_mean,impuls_missing.x,fos_pa_mean,fos_pa_missing,fos_tp_mean,fos_tp_missing,fos_fc_mean,fos_fc_missing,fos_fo_mean,fos_fo_missing,depression01,depression02,depression03,depression04,depression05,depression06,depression07,depression08,depression09,depression10,depression11,depression12,depression13,depression14,depression15,depression16,depression17,depression18,depression19,depression20,sd_depression,depression_mean,impuls_missing.y,family_composition,fam_composition_multiple,dems_ethnicity,dems_ethnicity_mixed,dems_age,dems_sex,dems_gender,dems_gender_4_text,dems_born_us,dems_class_current,dems_edu,dems_occupation,dems_income,weight,height,activity,att_check01,att_check02,att_getup,att_interrupted,att_noise,attention_check_sum,attention_interrupt_sum,ex_narb_NA_selfreport_pass,ex_narb_attention_checks_pass,ex_narb_suspect_responses_pass,ex_narb_resolution_ratio,ex_narb_resolution_height,counterbalance,rt_flanker_congruent_deg,rt_flanker_congruent_enh,rt_flanker_congruent_std,rt_flanker_incongruent_deg,rt_flanker_incongruent_enh,rt_flanker_incongruent_std,acc_flanker_congruent_deg,acc_flanker_congruent_enh,acc_flanker_congruent_std,acc_flanker_incongruent_deg,acc_flanker_incongruent_enh,acc_flanker_incongruent_std,a_flanker_std,t0_flanker_std,p_flanker_std,rd_flanker_std,sda_flanker_std,g2_flanker_std,bbic_flanker_std,a_flanker_enh,t0_flanker_enh,p_flanker_enh,rd_flanker_enh,sda_flanker_enh,g2_flanker_enh,bbic_flanker_enh,a_flanker_deg,t0_flanker_deg,p_flanker_deg,rd_flanker_deg,sda_flanker_deg,g2_flanker_deg,bbic_flanker_deg,interference_flanker_std,interference_flanker_enh,interference_flanker_deg,ssp_refit,final_width_px,scale_factor,no_resize,fullscreenenter,fullscreenexit,blur_event,focus_event,event_during_flanker
15,2022-03-18T15:37:41Z,2022-03-18T16:07:03Z,1762,1,2022-03-18T16:07:04Z,0.8999999761581421,Chrome,98.0.4758.91,CrOS x86_64 14388.52.0,1920,1080,no,1.7777777777777777,790,63,337,114,56,76,0.23057050599365925,-0.3031153253991842,-0.2700620486291862,0.19586780227763384,-0.10029641181555002,-0.25376763186643136,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,1,1,1,2,1.394538218230416,0,0,3,3,3,1.25,0,5,4,4,5,4,4,4,4,3,4,4,4,3,4,4,4,4,5,2,3,3,3,3,6,2,0,0,0,0,1,5,3,4,5,4,4,4,4,4,4,2,1,3,3,3,5,4,2,3,3,3,1,4,1,5,5,1,5,4,1,3,3,3,4,5,3,3,3,3,2,1.3367074424820065,1.1464230084422218,3.375,0,2.75,0,4,0,3.7777777777777777,0,3.0833333333333335,0,3.1666666666666665,0,2.857142857142857,0,4,0,3.2972972972972974,0,3,0,0,1.5965694813926496,1.761977304925893,0.6421894651295558,1.2020833850277244,5,3,5,3,3,5,3,5,1,1.3801311186847085,3.857142857142857,0,3,1.474381574272391,2,2,2,1,1,1,1,7,6,2,2,1.4142135623730951,6.5,1.4285714285714286,0,-0.24706573651580854,0,-1.2431252769065957,4,4,4,5,4,2,5,3,3,2,3,3,2,2,5,1,3,4,3,2,1.0555973258234952,4.2,0,3,0,2.6,0,3,0,2.8666666666666667,0,3,3,3,4,3,3,3,4,2,3,4,3,4,3,1,3,1,3,3,2,0.9459053029269173,2.9,0,"I lived with my mother, but not father, most of the time.",0,"White, Caucasian, Anglo, European American",0,20,1,2,NA,1,2,4,retail associate,2,140,62,1,5,2,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,4,0.6402000000000961,0.5146906249998138,0.5316612903225807,0.6926968749999068,0.577396774193933,0.6151580645177633,1,1,0.96875,1,0.96875,1,0.07,0.405,0.554,0.026,1.901,122.29309207975257,1949.0700997312167,0.123,0.331,0.681,0.015,1.418,152.13524048681438,1975.268000480274,0.099,0.483,0.617,0.04,1.964,35.560221385671134,1817.8402840049587,73.11538461538461,94.53333333333333,49.1,FALSE,466,1.3807407407407408,0,1,0,0,3,FALSE
16,2022-03-18T15:47:44Z,2022-03-18T16:07:34Z,1189,1,2022-03-18T16:07:35Z,1,Edge,99.0.1150.39,Windows NT 10.0,1280,720,n/a,1.7777777777777777,525,98,308,76,42,79,-0.3142959335451611,-0.10985387631916742,-0.37542686636152733,-0.27277350089790015,-0.38737860875252683,-0.22005296417030445,2,2,3,2,2,2,1,3,1,3,3,2,2,1,3,2,2,1,4,3,0.7254762501100116,0,1,3,2,2,2.2,0,1,1,2,2,2,2,1,2,2,2,2,4,2,3,2,1,1,1,1,1,1,1,1,1,2,0,0,0,0,2,2,3,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,1,2,2,1.6930346618915888,1.2798809468443688,1,0,1.75,0,2,0,1.6666666666666667,0,1.1666666666666667,0,1,0,1.5714285714285714,0,1,0,1.3243243243243243,0,1,0,0,-1.2260910848644389,-1.0095508008265515,-0.14114775846592847,-0.5753492796462399,1,1,2,1,1,1,1,1,1,1.7320508075688772,1.1428571428571428,0,1,-0.874984074548163,5,5,5,4,2,3,4,6,6,5,3,1.3801311186847085,6,4,0,0.6473058850354002,0,0.6948752549814432,2,1,2,3,2,4,4,4,5,3,5,3,3,4,3,5,3,3,3,3,0.9856107606091623,2,0,3.6,0,3.6,0,3.8,0,3.6666666666666665,0,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,0.9445132413883326,1.25,0,I lived with my mother and father an equal amount of time (joint custody),0,"White, Caucasian, Anglo, European American",0,29,1,2,NA,1,3,7,Recruitment Coordinator,5,230,68,2,5,2,0,1,1,0,1,TRUE,TRUE,TRUE,TRUE,TRUE,4,0.5512468750020489,0.5671406249981373,0.5194000000011536,0.6749290322613332,0.6196580645192054,0.8277566666712364,1,1,0.96875,1,1,0.9375,0.107,0.325,0.486,0.004,1.307,199.65131239327084,2130.2638343147046,0.098,0.337,0.478,0.023,2.063,109.36808580703726,1894.0993618156042,0.187,0.219,0.581,0.009,1.393,96.90534457283412,1880.2759763480294,326.75,89.69565217391305,154.7777777777778,TRUE,258,0.7644444444444445,0,1,1,6,9,FALSE
17,2022-03-18T15:40:54Z,2022-03-18T16:08:32Z,1658,1,2022-03-18T16:08:34Z,0.800000011920929,Firefox,98.0,Windows NT 10.0,1920,1080,I experienced a lot from the study.,1.7777777777777777,564,127,413,86,48,94,-0.23410804244322148,0.05027703863284649,0.0060664392210872395,-0.14944684216749646,-0.26434338149382247,-0.05147962568966986,2,1,1,2,4,1,1,1,1,2,2,1,2,1,2,1,2,1,3,1,1.1964860832322377,0,1,3,5,4,1.6,0,2,1,2,2,2,1,4,1,2,2,1,2,1,2,3,2,1,1,2,1,1,1,1,0,1,1,1,1,1,2,3,2,2,3,2,2,3,2,2,3,1,3,2,3,2,1,1,2,2,4,2,1,1,2,4,1,2,1,2,1,2,1,1,2,1,1,1,2,2,3,1.2609877438302444,1.3557637102737474,1.25,0,2,0,1.8666666666666667,0,2.3333333333333335,0,2.1666666666666665,0,1.8333333333333333,0,1.4285714285714286,0,1.3333333333333333,0,1.945945945945946,0,0,1,1,-0.6602430459411065,-0.687213772951564,1.3311408428585365,0.32196353495348623,2,2,2,1,1,1,1,3,2,1.4142135623730951,1.4285714285714286,0,2.5,-0.12890852875348124,4,5,4,4,5,4,4,7,7,5,5,1,7,4.285714285714286,0,1.514356923981067,0,1.3777923025990628,1,1,2,1,1,5,3,5,4,1,5,4,4,4,4,5,4,3,4,2,1.3522468075656264,1.2,0,4.2,0,3.4,0,3.8,0,3.8,0,1,2,1,3,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,0.7591546545162482,1.35,0,I lived with my mother and father an equal amount of time (joint custody),0,"White, Caucasian, Anglo, European American",0,29,1,2,NA,1,5,6,IT Expert,6,165,66,4,5,2,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,0.58625,0.4976875,0.49634375,0.6283448275862069,0.550304347826087,0.5737931034482758,1,1,1,0.90625,0.7419354838709677,0.90625,0.055,0.373,0.449,0.011,1.321,31.456545984097882,1885.187166084475,0.044,0.379,0.356,0.011,1.443,84.40570113489225,2084.5597013346146,0.071,0.347,0.385,0.01,1.499,173.4949201504493,2034.0118462516027,120.0909090909091,131.1818181818182,149.9,FALSE,316,0.9362962962962963,0,1,1,6,9,FALSE
18,2022-03-18T15:49:21Z,2022-03-18T16:10:53Z,1291,1,2022-03-18T16:10:53Z,1,Chrome,96.0.4664.110,Macintosh,1920,1080,NA,1.7777777777777777,570,83,341,75,50,96,-0.22177144381215386,-0.1926802116391746,-0.2555289703212771,-0.2851061667709405,-0.22333163907425438,-0.029003180558918575,2,2,2,1,3,1,2,2,1,3,3,2,1,2,2,3,2,1,3,3,0.6863327411532597,0,0,4,2,1,2.05,0,1,1,2,2,1,1,3,1,1,1,1,2,3,3,2,1,2,3,1,1,1,1,1,2,2,0,0,0,0,2,5,4,3,3,3,4,3,3,1,2,2,1,3,1,3,1,1,1,1,3,4,4,5,1,3,1,1,3,1,1,2,1,1,1,1,1,2,2,1,1,1.2105641104317713,1.5491933384829668,1.375,0,1.5,0,1.6666666666666667,0,3.3333333333333335,0,1.6666666666666667,0,3,0,1.4285714285714286,0,1,0,2.189189189189189,0,1,0,0,-0.4211832155432646,-0.6137586906383807,-0.22730066264678367,-0.42052967664258223,1,1,3,1,1,1,1,1,1,1.5735915849388864,1.2857142857142858,0,1,-0.7920494875423887,5,4,5,4,1,1,4,6,10,2,3,1.7728105208558367,8,3.4285714285714284,0,0.3670895878681431,0,0.2145877453706641,2,1,2,2,1,5,5,5,5,3,5,5,5,4,4,4,5,4,4,5,1.6761634196950514,1.6,0,4.8,0,4.2,0,4.6,0,4.533333333333333,0,1,1,1,1,2,1,2,2,1,1,3,2,1,1,1,3,1,1,1,1,0.9403246919632545,1.4,0,"I lived with my mother, but not father, most of the time.",0,"White, Caucasian, Anglo, European American",0,25,1,2,NA,1,3,6,Senior Admissions Representative for a university,3,130,65,2,5,2,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,0.7483593749701977,0.5732718749940395,0.6382375000044703,0.7970483870890833,0.6007064516236705,0.7054225806574668,1,1,1,0.96875,0.96875,0.96875,0.065,0.481,0.402,0.024,1.767,86.08242778946061,1911.6986090252494,0.055,0.457,0.494,0.026,1.384,121.45957789476589,1957.2669945065827,0.083,0.485,0.338,0.023,1.744,55.69694816461729,1884.4706906884185,73.625,53.230769230769226,75.82608695652173,FALSE,348,1.031111111111111,0,1,0,0,3,FALSE
19,2022-03-18T15:55:21Z,2022-03-18T16:13:39Z,1098,1,2022-03-18T16:13:41Z,1,Chrome,97.0.4692.91,CrOS x86_64 14324.72.0,1366,768,NA,1.7786458333333333,462,77,281,90,55,81,-0.4438302191713712,-0.22581074576717747,-0.473525144939914,-0.10011617867533498,-0.12080228302533408,-0.19757651903955317,2,1,2,1,2,1,1,3,1,2,3,2,2,1,2,2,2,1,2,2,0.9333020044867296,0,0,2,4,4,1.75,0,3,1,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2,1,1,1,2,1,1,3,2,0,0,0,0,1,5,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1.7879308422578029,1.5946338585572373,1.25,0,1,0,1.5333333333333334,0,1.6666666666666667,0,1,0,1.3333333333333333,0,1.4285714285714286,0,1,0,1.2972972972972974,0,2,0,0,-1.081339260953819,-1.1159475867206134,-0.18024366757246235,-0.6480956271465379,1,1,3,1,1,1,2,1,1,1.5275252316519468,1.4285714285714286,0,1,-0.7091149005366146,5,5,5,5,4,4,5,6,3,5,4,1.4638501094227998,4.5,4.714285714285714,0,0.7195717946859974,0,1.1259050390736665,2,2,2,2,2,5,4,5,5,4,5,4,5,5,3,5,5,4,4,4,1.5946338585572373,2,0,4.6,0,4.4,0,4.4,0,4.466666666666667,0,2,2,1,1,2,1,2,3,1,3,3,2,3,3,1,3,2,2,2,2,0.812727700887249,2.05,0,I lived with my mother and father an equal amount of time (joint custody),0,"White, Caucasian, Anglo, European American",0,27,1,2,NA,1,3,4,transcriber,6,123,67,2,5,2,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,0.4061343750000087,0.38767812499999127,0.45252812500002254,0.484175,0.4627599999999977,0.5232777777777649,1,1,1,0.625,0.625,0.84375,0.057,0.331,0.518,0.019,2.003,76.76246192557933,1939.437208310804,0.038,0.312,0.566,0.014,1.768,78.75561038561035,1983.240369549915,0.047,0.318,0.64,0.011,1.596,119.37865755981615,2030.3002895654752,105.42105263157896,126.28571428571428,145.0909090909091,FALSE,360,1.0666666666666667,0,1,0,0,3,FALSE
20,2022-03-18T15:57:30Z,2022-03-18T16:15:51Z,1100,1,2022-03-18T16:15:53Z,1,Chrome,99.0.4844.74,Windows NT 10.0,1920,1080,NA,1.7777777777777777,512,59,310,65,50,66,-0.34102523057914097,-0.3252023481511861,-0.3681603272075728,-0.4084328255013442,-0.22333163907425438,-0.3661498575201878,2,3,1,1,3,1,1,4,1,3,4,1,1,1,2,3,1,1,3,3,0.6882472016116853,0,1,1,3,3,2,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,2,2,1,1,1,1,1,2,2,0,0,0,0,1,2,2,2,5,1,4,4,2,1,1,1,1,2,2,1,1,3,1,1,3,2,1,1,1,4,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1.551904767828364,1.7994708216848747,1.25,0,1.75,0,1.3333333333333333,0,2.5555555555555554,0,1.5,0,1.6666666666666667,0,1.4285714285714286,0,1,0,1.7297297297297298,0,1,0,0,-0.8006084509453439,-1.014467473002802,-0.14114775846592847,-0.5778076157343652,1,1,2,1,1,1,1,3,1,1.7320508075688772,1.1428571428571428,0,2,-0.48817982669274074,5,5,5,5,1,1,5,4,3,4,4,2.138089935299395,3.5,3.857142857142857,0,0.32511668744504807,0,0.4212305175141676,2,2,2,3,3,4,2,4,4,2,1,4,2,4,2,2,3,3,2,4,1.0600988273786194,2.4,0,3,0,2,0,3.6,0,2.8666666666666667,0,1,2,2,3,2,2,1,3,3,3,3,3,2,3,2,3,1,3,1,2,0.6863327411532597,2.25,0,"I lived with my mother, but not father, most of the time. & I lived with my mother and father an equal amount of time (joint custody)",1,"White, Caucasian, Anglo, European American",0,23,1,2,NA,1,2,6,Customer Support Representative,2,92,61,1,5,2,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,0.4811187500008382,0.4319437499996275,0.4510781249997672,0.5845259259265881,0.47264399999946355,0.5356777777779433,1,1,1,0.84375,0.78125,0.84375,0.056,0.351,0.526,0.022,2.067,56.98339581604526,1959.413656268431,0.038,0.355,0.487,0.013,1.364,109.12004006006123,2082.141159117017,0.057,0.369,0.564,0.009,1.452,128.0507299995129,2032.4519050565143,93.95454545454547,104.92307692307693,161.33333333333334,FALSE,222,0.6577777777777777,0,1,0,0,3,FALSE
21,2022-03-18T15:56:19Z,2022-03-18T16:15:55Z,1176,1,2022-03-18T16:15:57Z,0.8999999761581421,Chrome,99.0.4844.51,Windows NT 10.0,1920,1080,NA,1.7777777777777777,493,81,302,58,52,80,-0.38009112624418845,-0.20372372301517555,-0.39722648382339104,-0.49476148661262676,-0.18231989665468626,-0.20881474160492883,3,3,3,2,4,1,2,3,1,3,3,3,3,2,3,2,2,1,3,3,0.6488856845230502,0,0,2,3,4,2.5,0,2,3,2,3,2,1,2,2,3,1,3,3,1,3,3,2,4,1,1,2,3,2,3,2,2,0,0,0,0,1,2,2,2,2,1,3,2,1,3,1,3,1,3,3,5,4,5,3,5,5,3,1,1,1,2,1,1,2,2,1,3,3,2,1,1,2,2,1,2,1,1.475017178095115,0.990430401872025,2.25,0,1.5,0,2.2666666666666666,0,1.7777777777777777,0,3.4166666666666665,0,1.5,0,2,0,1.3333333333333333,0,2.27027027027027,0,1,0,0,0.19949505970984815,0.0656270706759223,-0.22730066264678367,-0.08083679598543068,2,2,3,1,1,2,1,1,1,1.1547005383792515,1.7142857142857142,0,1,-0.5432457265250663,3,3,3,2,1,1,4,3,9,4,2,0.8997354108424374,6,2.4285714285714284,0,0.09026996568829465,0,-0.49583891084010284,2,3,2,3,2,4,3,4,4,2,3,3,5,3,3,3,3,4,2,3,0.6399404734221844,2.4,0,3.4,0,3,0,3.4,0,3.2666666666666666,0,2,1,1,4,2,2,2,4,4,2,2,2,2,3,1,2,1,3,2,2,0.8583950752789521,2.2,0,I lived with my mother and father an equal amount of time (joint custody),0,"White, Caucasian, Anglo, European American",0,20,1,2,NA,1,2,3,NA,4,120,63,2,5,2,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,2,0.45019032258756697,0.4394531250074506,0.4419437499716878,0.5448285714387894,0.5173838709746638,0.5293689655065537,0.96875,1,1,0.875,0.96875,0.90625,0.065,0.352,0.736,0.019,1.851,20.68208436789645,1875.6401259970003,0.057,0.359,0.778,0.018,1.757,192.58652984780827,2028.2090761493537,0.052,0.371,0.673,0.013,1.591,158.36622518436607,2066.556332845357,97.42105263157895,97.61111111111111,122.38461538461539,FALSE,294,0.8711111111111112,0,1,0,0,3,FALSE
22,2022-03-18T15:49:28Z,2022-03-18T16:16:52Z,1643,1,2022-03-18T16:16:53Z,0.8999999761581421,Safari,14.1.2,Macintosh,1440,900,no,1.6,836,139,309,96,53,74,0.32515109549851107,0.11653810688885224,-0.3717935967845501,-0.026120183437092773,-0.1618140254449022,-0.2762440769971827,2,2,2,1,2,1,1,2,1,2,3,2,1,1,2,2,2,1,2,2,0.9119095061289915,0,0,2,3,3,1.7,0,3,1,2,1,2,2,2,4,2,3,3,3,2,3,2,1,4,1,1,1,2,2,1,1,2,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,2,3,2,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1.745865987997947,1.0600988273786194,1.625,0,1.5,0,2.3333333333333335,0,1.1111111111111112,0,1.5833333333333333,0,1.5,0,1.1428571428571428,0,1.3333333333333333,0,1.3513513513513513,0,1,0,0,-0.8028016603985353,-0.5793419854046268,-0.22730066264678367,-0.4033213240257052,1,2,1,1,1,1,1,1,1,1.889822365046136,1.1428571428571428,0,1,-0.874984074548163,5,5,5,5,3,2,4,7,7,6,4,1.4638501094227998,7,4.142857142857143,0,1.384971609293624,0,1.2215823887358657,2,2,2,2,2,4,4,3,4,3,4,4,3,3,4,3,4,5,4,3,0.9258200997725514,2,0,4.2,0,3.4,0,3.4,0,3.6666666666666665,0,2,1,2,4,1,3,1,3,2,1,2,3,2,3,1,3,1,3,2,1,0.7163503994113789,2.05,0,I lived with my mother and father an equal amount of time (joint custody),0,"White, Caucasian, Anglo, European American",0,23,1,2,NA,1,3,6,patient care tech,5,145,65,3,5,2,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,6,0.5058125000000054,0.4622258064515904,0.47840625,0.5772258064516091,0.5019354838709827,0.5390312499999964,1,0.96875,1,0.96875,0.96875,1,0.104,0.308,0.636,0.013,1.266,71.59549885457737,1858.0619843880295,0.052,0.354,0.471,0.022,1.397,159.77663083090295,2025.5762195635084,0.08,0.364,0.581,0.019,1.724,119.88795950177912,1951.531302904209,97.38461538461539,63.50000000000001,90.73684210526316,FALSE,392,1.1614814814814816,0,1,0,3,6,FALSE
23,2022-03-18T15:58:42Z,2022-03-18T16:22:10Z,1408,1,2022-03-18T16:22:11Z,0.8999999761581421,Chrome,99.0.4844.74,Windows NT 10.0,1920,1080,NA,1.7777777777777777,427,47,563,181,77,65,-0.5157937111859324,-0.39146341640719184,0.5510568757676795,1.0221564157713385,0.3303268835899152,-0.3773880800855634,2,3,1,1,2,1,1,3,1,2,3,1,1,1,2,1,1,1,2,3,0.9880869341680844,0,0,5,5,5,1.65,0,3,1,2,3,1,1,1,2,2,1,1,1,3,2,2,2,4,5,1,2,3,3,2,12,1,0,0,2,2,1,2,5,1,2,1,2,2,2,1,1,3,1,5,1,3,3,4,5,4,4,5,2,2,4,1,1,1,4,4,4,3,3,2,1,1,1,2,2,4,4,1.5122125468289127,1.52127765851133,2.75,0,3,0,1.7333333333333334,0,2,0,2.9166666666666665,0,2.5,0,3,0,1,0,2.4864864864864864,0,6,2,0,0.6644554637863846,0.14547382681823176,2.785160802519475,1.4653173146688534,1,1,1,1,1,1,1,3,1,1.9518001458970664,1,0,2,-0.571114413698515,5,5,5,5,2,2,5,3,3,3,2,1.8126539343499315,3,4.142857142857143,0,-0.665444751374891,0,-0.027304718746708312,4,3,4,5,3,1,2,2,3,2,3,2,3,2,3,2,3,4,3,1,1.0327955589886444,3.8,0,2.6,0,2.4,0,2.2,0,2.4,0,3,2,3,3,3,2,3,3,4,2,2,3,2,2,1,3,2,3,3,3,0.6805570473787206,2.6,0,I lived with my mother and father an equal amount of time (joint custody),0,"White, Caucasian, Anglo, European American",0,27,1,2,NA,1,2,3,Entertainment Producer,3,115,65,1,5,2,0,0,1,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,1,0.46869999999552964,0.4836937499977648,0.47240624999999997,0.5709821428571429,0.5520419354823328,0.5468800000111262,1,1,1,0.875,0.96875,0.9375,0.061,0.334,0.467,0.021,1.86,80.68816855839738,1927.4872478422876,0.081,0.318,0.499,0.014,1.463,70.30011352330726,1893.6950112972736,0.067,0.319,0.485,0.011,1.687,48.9512644043132,1907.2760228161267,88.57142857142857,104.5,153.36363636363637,FALSE,358,1.0607407407407408,0,1,0,6,9,FALSE
24,2022-03-18T16:05:05Z,2022-03-18T16:23:38Z,1113,1,2022-03-18T16:23:39Z,0.8999999761581421,Chrome,99.0.4844.74,Macintosh,1440,900,no,1.6,492,67,286,73,47,83,-0.38214722601603307,-0.28102830264718226,-0.4553587970550276,-0.30977149851702124,-0.28484925270360656,-0.1751000739088019,3,3,3,3,3,3,4,3,2,3,3,3,3,2,3,3,3,2,3,3,0.5982430416161189,0,0,2,4,4,2.9,0,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,1,1,1,1,1,1,1,0,0,1,1,2,3,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,3,3,2,3,1,3,2,1,2,1,1,3,2,1,2,4,2,3,4,4,2,1.4436357172375875,0.8618916073713346,1.625,0,3.25,0,2.2666666666666666,0,1.3333333333333333,0,1.8333333333333333,0,2.3333333333333335,0,1.5714285714285714,0,2.6666666666666665,0,1.8108108108108107,0,1,1,0,-0.5045251747645307,-0.4078484598970072,1.075134678069687,0.33364310908634,2,2,5,2,2,2,2,1,1,0.8997354108424374,2.4285714285714284,0,1,-0.1285727914961955,2,3,3,2,1,1,2,3,9,1,1,1.1126972805283737,6,2,0,-0.8944165583184731,0,-1.3278091742878089,3,3,3,4,4,2,4,4,3,3,5,3,3,4,3,4,4,4,4,4,0.9611501047232549,3.4,0,3.6,0,3.6,0,3.6,0,3.6,0,2,3,2,3,3,3,1,4,2,2,2,4,2,2,1,4,2,2,1,2,0.6708203932499369,2.35,0,"I lived with my mother, but not father, most of the time.",0,"Hispanic of Latino (e.g., Mexican American, Central American, and others)",0,20,1,2,NA,1,2,4,student,1,135,61,4,5,2,0,0,0,0,0,TRUE,TRUE,TRUE,TRUE,TRUE,3,0.5048354838707394,0.4213812500000349,0.45843225806458826,0.5926033333334451,0.5228766666665052,0.5464548387096053,0.96875,1,0.96875,0.967741935483871,0.9375,0.96875,0.064,0.31,0.443,0.014,1.607,166.3985362255837,2042.8361259625506,0.063,0.32,0.632,0.016,1.89,62.02130621395311,1909.7949192429812,0.063,0.359,0.454,0.021,2.002,89.50978984818381,1964.8579101949517,114.78571428571428,118.12499999999999,95.33333333333331,FALSE,432,1.28,0,1,0,0,3,FALSE
